origin_id,destination_id,origin_store,destination_store,distance_meters,duration_seconds,duration_minutes
L29,L40,Bawarchi RTC X Roads,Apollo Health City,36715,3061,51.02
L40,L47,Apollo Health City,Himalaya Book World,81925,5017,83.62
L40,L29,Apollo Health City,Bawarchi RTC X Roads,38510,3256,54.27
L47,L38,Himalaya Book World,MedPlus Madhapur,35059,3561,59.35
L40,L13,Apollo Health City,Forum Sujana Zara,30231,2029,33.82
L40,L2,Apollo Health City,Vijetha Supermarket,85377,5183,86.38
L47,L13,Himalaya Book World,Forum Sujana Zara,75020,4693,78.22
L47,L29,Himalaya Book World,Bawarchi RTC X Roads,44354,5780,96.33
L47,L2,Himalaya Book World,Vijetha Supermarket,16939,1940,32.33
L2,L38,Vijetha Supermarket,MedPlus Madhapur,38509,3694,61.57
L2,L29,Vijetha Supermarket,Bawarchi RTC X Roads,47804,5914,98.57
L29,L2,Bawarchi RTC X Roads,Vijetha Supermarket,46195,5833,97.22
L2,L13,Vijetha Supermarket,Forum Sujana Zara,78470,4827,80.45
L47,L40,Himalaya Book World,Apollo Health City,81556,5068,84.47
L38,L29,MedPlus Madhapur,Bawarchi RTC X Roads,29440,4257,70.95
L2,L40,Vijetha Supermarket,Apollo Health City,85006,5202,86.7
L40,L38,Apollo Health City,MedPlus Madhapur,36628,3106,51.77
L29,L38,Bawarchi RTC X Roads,MedPlus Madhapur,30551,4333,72.22
L38,L47,MedPlus Madhapur,Himalaya Book World,33229,3668,61.13
L13,L29,Forum Sujana Zara,Bawarchi RTC X Roads,17466,2212,36.87
L29,L2,Bawarchi RTC X Roads,Vijetha Supermarket,46195,5833,97.22
L47,L13,Himalaya Book World,Forum Sujana Zara,75020,4693,78.22
L13,L47,Forum Sujana Zara,Himalaya Book World,74799,4633,77.22
L29,L40,Bawarchi RTC X Roads,Apollo Health City,36715,3061,51.02
L2,L47,Vijetha Supermarket,Himalaya Book World,16147,1978,32.97
L13,L38,Forum Sujana Zara,MedPlus Madhapur,60235,4470,74.5
L29,L13,Bawarchi RTC X Roads,Forum Sujana Zara,17635,2266,37.77
L40,L47,Apollo Health City,Himalaya Book World,81925,5017,83.62
L13,L2,Forum Sujana Zara,Vijetha Supermarket,78251,4799,79.98
L40,L13,Apollo Health City,Forum Sujana Zara,30231,2029,33.82
L13,L40,Forum Sujana Zara,Apollo Health City,29410,2055,34.25
L2,L38,Vijetha Supermarket,MedPlus Madhapur,38509,3694,61.57
L40,L2,Apollo Health City,Vijetha Supermarket,85377,5183,86.38
L47,L40,Himalaya Book World,Apollo Health City,81556,5068,84.47
L47,L38,Himalaya Book World,MedPlus Madhapur,35059,3561,59.35
L47,L2,Himalaya Book World,Vijetha Supermarket,16939,1940,32.33
L2,L13,Vijetha Supermarket,Forum Sujana Zara,78470,4827,80.45
L38,L2,MedPlus Madhapur,Vijetha Supermarket,36681,3834,63.9
L38,L40,MedPlus Madhapur,Apollo Health City,36717,2925,48.75
L38,L13,MedPlus Madhapur,Forum Sujana Zara,60435,4200,70.0
L40,L29,Apollo Health City,Bawarchi RTC X Roads,38510,3256,54.27
L29,L47,Bawarchi RTC X Roads,Himalaya Book World,42742,5667,94.45
L47,L29,Himalaya Book World,Bawarchi RTC X Roads,44354,5780,96.33
L2,L29,Vijetha Supermarket,Bawarchi RTC X Roads,47804,5914,98.57
L43,L37,Naturals Salon,Alankrita Boutique,34392,4173,69.55
L43,L3,Naturals Salon,Heritage Fresh,38092,2601,43.35
L35,L7,Roastery Coffee House,Q-Mart Gachibowli,70113,4662,77.7
L35,L15,Roastery Coffee House,Hyderabad Central,14230,1744,29.07
L3,L43,Heritage Fresh,Naturals Salon,38093,2604,43.4
L43,L8,Naturals Salon,Nature's Basket,74251,4372,72.87
L3,L15,Heritage Fresh,Hyderabad Central,48163,3633,60.55
L3,L35,Heritage Fresh,Roastery Coffee House,34605,2979,49.65
L8,L37,Nature's Basket,Alankrita Boutique,36630,4374,72.9
L37,L15,Alankrita Boutique,Hyderabad Central,18720,3000,50.0
L37,L43,Alankrita Boutique,Naturals Salon,32859,4256,70.93
L37,L7,Alankrita Boutique,Q-Mart Gachibowli,23557,3215,53.58
L8,L3,Nature's Basket,Heritage Fresh,67243,4512,75.2
L8,L43,Nature's Basket,Naturals Salon,73222,4319,71.98
L3,L8,Heritage Fresh,Nature's Basket,66898,4476,74.6
L8,L15,Nature's Basket,Hyderabad Central,27533,2355,39.25
L37,L35,Alankrita Boutique,Roastery Coffee House,16662,2090,34.83
L37,L3,Alankrita Boutique,Heritage Fresh,22743,3363,56.05
L7,L43,Q-Mart Gachibowli,Naturals Salon,47337,3139,52.32
L43,L7,Naturals Salon,Q-Mart Gachibowli,48336,3192,53.2
L37,L8,Alankrita Boutique,Nature's Basket,53588,4117,68.62
L3,L37,Heritage Fresh,Alankrita Boutique,23388,3585,59.75
L8,L7,Nature's Basket,Q-Mart Gachibowli,44400,3504,58.4
L43,L15,Naturals Salon,Hyderabad Central,80592,4656,77.6
L8,L35,Nature's Basket,Roastery Coffee House,37223,2814,46.9
L7,L3,Q-Mart Gachibowli,Heritage Fresh,35441,4653,77.55
L7,L37,Q-Mart Gachibowli,Alankrita Boutique,19351,3015,50.25
L7,L15,Q-Mart Gachibowli,Hyderabad Central,28799,4032,67.2
L15,L7,Hyderabad Central,Q-Mart Gachibowli,30299,4280,71.33
L15,L3,Hyderabad Central,Heritage Fresh,47952,3578,59.63
L7,L35,Q-Mart Gachibowli,Roastery Coffee House,62134,4605,76.75
L15,L35,Hyderabad Central,Roastery Coffee House,15858,2065,34.42
L35,L37,Roastery Coffee House,Alankrita Boutique,18515,2385,39.75
L15,L37,Hyderabad Central,Alankrita Boutique,19916,3044,50.73
L15,L8,Hyderabad Central,Nature's Basket,27208,2363,39.38
L35,L8,Roastery Coffee House,Nature's Basket,37490,2888,48.13
L35,L3,Roastery Coffee House,Heritage Fresh,35264,3009,50.15
L15,L43,Hyderabad Central,Naturals Salon,80296,4591,76.52
L7,L8,Q-Mart Gachibowli,Nature's Basket,36949,3511,58.52
L3,L7,Heritage Fresh,Q-Mart Gachibowli,36772,4783,79.72
L29,L13,Bawarchi RTC X Roads,Forum Sujana Zara,17635,2266,37.77
L29,L47,Bawarchi RTC X Roads,Himalaya Book World,42742,5667,94.45
L47,L29,Himalaya Book World,Bawarchi RTC X Roads,44354,5780,96.33
L2,L29,Vijetha Supermarket,Bawarchi RTC X Roads,47804,5914,98.57
L47,L13,Himalaya Book World,Forum Sujana Zara,75020,4693,78.22
L13,L40,Forum Sujana Zara,Apollo Health City,29410,2055,34.25
L2,L47,Vijetha Supermarket,Himalaya Book World,16147,1978,32.97
L47,L40,Himalaya Book World,Apollo Health City,81556,5068,84.47
L2,L40,Vijetha Supermarket,Apollo Health City,85006,5202,86.7
L40,L13,Apollo Health City,Forum Sujana Zara,30231,2029,33.82
L47,L2,Himalaya Book World,Vijetha Supermarket,16939,1940,32.33
L40,L2,Apollo Health City,Vijetha Supermarket,85377,5183,86.38
L2,L13,Vijetha Supermarket,Forum Sujana Zara,78470,4827,80.45
L40,L47,Apollo Health City,Himalaya Book World,81925,5017,83.62
L13,L2,Forum Sujana Zara,Vijetha Supermarket,78251,4799,79.98
L13,L47,Forum Sujana Zara,Himalaya Book World,74799,4633,77.22
L29,L40,Bawarchi RTC X Roads,Apollo Health City,36715,3061,51.02
L13,L29,Forum Sujana Zara,Bawarchi RTC X Roads,17466,2212,36.87
L40,L29,Apollo Health City,Bawarchi RTC X Roads,38510,3256,54.27
L29,L2,Bawarchi RTC X Roads,Vijetha Supermarket,46195,5833,97.22
L47,L28,Himalaya Book World,Paradise Biryani Secunderabad,9579,1395,23.25
L28,L47,Paradise Biryani Secunderabad,Himalaya Book World,9579,1436,23.93
L47,L22,Himalaya Book World,Croma Jubilee Hills,25525,2397,39.95
L28,L32,Paradise Biryani Secunderabad,Karachi Bakery,12470,1457,24.28
L22,L47,Croma Jubilee Hills,Himalaya Book World,26209,2326,38.77
L32,L28,Karachi Bakery,Paradise Biryani Secunderabad,12470,1460,24.33
L47,L18,Himalaya Book World,Kalanikethan Kukatpally,59873,4335,72.25
L32,L4,Karachi Bakery,D-Mart Begumpet,47937,4508,75.13
L39,L47,Apollo Pharmacy,Himalaya Book World,21035,2587,43.12
L22,L28,Croma Jubilee Hills,Paradise Biryani Secunderabad,17117,2253,37.55
L28,L22,Paradise Biryani Secunderabad,Croma Jubilee Hills,16137,2326,38.77
L39,L28,Apollo Pharmacy,Paradise Biryani Secunderabad,28293,3040,50.67
L47,L39,Himalaya Book World,Apollo Pharmacy,21418,2723,45.38
L32,L22,Karachi Bakery,Croma Jubilee Hills,22503,2448,40.8
L47,L4,Himalaya Book World,D-Mart Begumpet,28862,3120,52.0
L18,L39,Kalanikethan Kukatpally,Apollo Pharmacy,26031,3504,58.4
L22,L32,Croma Jubilee Hills,Karachi Bakery,23484,2445,40.75
L28,L39,Paradise Biryani Secunderabad,Apollo Pharmacy,30691,3315,55.25
L22,L39,Croma Jubilee Hills,Apollo Pharmacy,16181,1438,23.97
L32,L47,Karachi Bakery,Himalaya Book World,19380,2232,37.2
L18,L4,Kalanikethan Kukatpally,D-Mart Begumpet,36712,3198,53.3
L22,L18,Croma Jubilee Hills,Kalanikethan Kukatpally,63210,3919,65.32
L4,L47,D-Mart Begumpet,Himalaya Book World,29265,3015,50.25
L4,L22,D-Mart Begumpet,Croma Jubilee Hills,38575,2805,46.75
L39,L32,Apollo Pharmacy,Karachi Bakery,38094,3863,64.38
L4,L39,D-Mart Begumpet,Apollo Pharmacy,28071,3013,50.22
L32,L39,Karachi Bakery,Apollo Pharmacy,38049,3722,62.03
L28,L4,Paradise Biryani Secunderabad,D-Mart Begumpet,38135,3712,61.87
L4,L28,D-Mart Begumpet,Paradise Biryani Secunderabad,36523,3468,57.8
L22,L4,Croma Jubilee Hills,D-Mart Begumpet,39822,2943,49.05
L28,L18,Paradise Biryani Secunderabad,Kalanikethan Kukatpally,69146,4927,82.12
L18,L22,Kalanikethan Kukatpally,Croma Jubilee Hills,62035,3834,63.9
L47,L32,Himalaya Book World,Karachi Bakery,19380,2218,36.97
L39,L18,Apollo Pharmacy,Kalanikethan Kukatpally,26899,3551,59.18
L39,L4,Apollo Pharmacy,D-Mart Begumpet,27711,3021,50.35
L18,L47,Kalanikethan Kukatpally,Himalaya Book World,60524,4350,72.5
L4,L32,D-Mart Begumpet,Karachi Bakery,46324,4291,71.52
L4,L18,D-Mart Begumpet,Kalanikethan Kukatpally,36480,3208,53.47
L39,L22,Apollo Pharmacy,Croma Jubilee Hills,16964,1629,27.15
L18,L28,Kalanikethan Kukatpally,Paradise Biryani Secunderabad,67782,4803,80.05
L47,L22,Himalaya Book World,Croma Jubilee Hills,25525,2397,39.95
L18,L47,Kalanikethan Kukatpally,Himalaya Book World,60524,4350,72.5
L47,L32,Himalaya Book World,Karachi Bakery,19380,2218,36.97
L22,L18,Croma Jubilee Hills,Kalanikethan Kukatpally,63210,3919,65.32
L28,L4,Paradise Biryani Secunderabad,D-Mart Begumpet,38135,3712,61.87
L4,L28,D-Mart Begumpet,Paradise Biryani Secunderabad,36523,3468,57.8
L32,L47,Karachi Bakery,Himalaya Book World,19380,2232,37.2
L32,L22,Karachi Bakery,Croma Jubilee Hills,22503,2448,40.8
L47,L28,Himalaya Book World,Paradise Biryani Secunderabad,9579,1395,23.25
L28,L47,Paradise Biryani Secunderabad,Himalaya Book World,9579,1436,23.93
L28,L32,Paradise Biryani Secunderabad,Karachi Bakery,12470,1457,24.28
L47,L18,Himalaya Book World,Kalanikethan Kukatpally,59873,4335,72.25
L32,L28,Karachi Bakery,Paradise Biryani Secunderabad,12470,1460,24.33
L22,L47,Croma Jubilee Hills,Himalaya Book World,26209,2326,38.77
L22,L39,Croma Jubilee Hills,Apollo Pharmacy,16181,1438,23.97
L32,L39,Karachi Bakery,Apollo Pharmacy,38049,3722,62.03
L47,L4,Himalaya Book World,D-Mart Begumpet,28862,3120,52.0
L28,L22,Paradise Biryani Secunderabad,Croma Jubilee Hills,16137,2326,38.77
L39,L47,Apollo Pharmacy,Himalaya Book World,21035,2587,43.12
L22,L32,Croma Jubilee Hills,Karachi Bakery,23484,2445,40.75
L39,L32,Apollo Pharmacy,Karachi Bakery,38094,3863,64.38
L18,L4,Kalanikethan Kukatpally,D-Mart Begumpet,36712,3198,53.3
L47,L39,Himalaya Book World,Apollo Pharmacy,21418,2723,45.38
L32,L4,Karachi Bakery,D-Mart Begumpet,47937,4508,75.13
L18,L22,Kalanikethan Kukatpally,Croma Jubilee Hills,62035,3834,63.9
L39,L28,Apollo Pharmacy,Paradise Biryani Secunderabad,28293,3040,50.67
L4,L47,D-Mart Begumpet,Himalaya Book World,29265,3015,50.25
L28,L39,Paradise Biryani Secunderabad,Apollo Pharmacy,30691,3315,55.25
L39,L18,Apollo Pharmacy,Kalanikethan Kukatpally,26899,3551,59.18
L4,L32,D-Mart Begumpet,Karachi Bakery,46324,4291,71.52
L22,L28,Croma Jubilee Hills,Paradise Biryani Secunderabad,17117,2253,37.55
L18,L28,Kalanikethan Kukatpally,Paradise Biryani Secunderabad,67782,4803,80.05
L39,L4,Apollo Pharmacy,D-Mart Begumpet,27711,3021,50.35
L4,L18,D-Mart Begumpet,Kalanikethan Kukatpally,36480,3208,53.47
L28,L18,Paradise Biryani Secunderabad,Kalanikethan Kukatpally,69146,4927,82.12
L22,L4,Croma Jubilee Hills,D-Mart Begumpet,39822,2943,49.05
L4,L22,D-Mart Begumpet,Croma Jubilee Hills,38575,2805,46.75
L39,L22,Apollo Pharmacy,Croma Jubilee Hills,16964,1629,27.15
L18,L39,Kalanikethan Kukatpally,Apollo Pharmacy,26031,3504,58.4
L4,L39,D-Mart Begumpet,Apollo Pharmacy,28071,3013,50.22
L13,L29,Forum Sujana Zara,Bawarchi RTC X Roads,17466,2212,36.87
L13,L2,Forum Sujana Zara,Vijetha Supermarket,78251,4799,79.98
L2,L40,Vijetha Supermarket,Apollo Health City,85006,5202,86.7
L13,L47,Forum Sujana Zara,Himalaya Book World,74799,4633,77.22
L29,L40,Bawarchi RTC X Roads,Apollo Health City,36715,3061,51.02
L29,L47,Bawarchi RTC X Roads,Himalaya Book World,42742,5667,94.45
L29,L13,Bawarchi RTC X Roads,Forum Sujana Zara,17635,2266,37.77
L13,L40,Forum Sujana Zara,Apollo Health City,29410,2055,34.25
L40,L47,Apollo Health City,Himalaya Book World,81925,5017,83.62
L47,L13,Himalaya Book World,Forum Sujana Zara,75020,4693,78.22
L40,L29,Apollo Health City,Bawarchi RTC X Roads,38510,3256,54.27
L29,L2,Bawarchi RTC X Roads,Vijetha Supermarket,46195,5833,97.22
L47,L40,Himalaya Book World,Apollo Health City,81556,5068,84.47
L2,L13,Vijetha Supermarket,Forum Sujana Zara,78470,4827,80.45
L40,L2,Apollo Health City,Vijetha Supermarket,85377,5183,86.38
L47,L29,Himalaya Book World,Bawarchi RTC X Roads,44354,5780,96.33
L2,L29,Vijetha Supermarket,Bawarchi RTC X Roads,47804,5914,98.57
L47,L2,Himalaya Book World,Vijetha Supermarket,16939,1940,32.33
L2,L47,Vijetha Supermarket,Himalaya Book World,16147,1978,32.97
L40,L13,Apollo Health City,Forum Sujana Zara,30231,2029,33.82
L13,L29,Forum Sujana Zara,Bawarchi RTC X Roads,17466,2212,36.87
L2,L40,Vijetha Supermarket,Apollo Health City,85006,5202,86.7
L13,L2,Forum Sujana Zara,Vijetha Supermarket,78251,4799,79.98
L29,L13,Bawarchi RTC X Roads,Forum Sujana Zara,17635,2266,37.77
L29,L2,Bawarchi RTC X Roads,Vijetha Supermarket,46195,5833,97.22
L2,L47,Vijetha Supermarket,Himalaya Book World,16147,1978,32.97
L13,L47,Forum Sujana Zara,Himalaya Book World,74799,4633,77.22
L40,L2,Apollo Health City,Vijetha Supermarket,85377,5183,86.38
L47,L13,Himalaya Book World,Forum Sujana Zara,75020,4693,78.22
L47,L29,Himalaya Book World,Bawarchi RTC X Roads,44354,5780,96.33
L40,L47,Apollo Health City,Himalaya Book World,81925,5017,83.62
L29,L47,Bawarchi RTC X Roads,Himalaya Book World,42742,5667,94.45
L40,L13,Apollo Health City,Forum Sujana Zara,30231,2029,33.82
L2,L29,Vijetha Supermarket,Bawarchi RTC X Roads,47804,5914,98.57
L47,L2,Himalaya Book World,Vijetha Supermarket,16939,1940,32.33
L13,L40,Forum Sujana Zara,Apollo Health City,29410,2055,34.25
L2,L13,Vijetha Supermarket,Forum Sujana Zara,78470,4827,80.45
L29,L40,Bawarchi RTC X Roads,Apollo Health City,36715,3061,51.02
L47,L40,Himalaya Book World,Apollo Health City,81556,5068,84.47
L40,L29,Apollo Health City,Bawarchi RTC X Roads,38510,3256,54.27
L32,L39,Karachi Bakery,Apollo Pharmacy,38049,3722,62.03
L47,L39,Himalaya Book World,Apollo Pharmacy,21418,2723,45.38
L47,L22,Himalaya Book World,Croma Jubilee Hills,25525,2397,39.95
L18,L22,Kalanikethan Kukatpally,Croma Jubilee Hills,62035,3834,63.9
L22,L39,Croma Jubilee Hills,Apollo Pharmacy,16181,1438,23.97
L47,L28,Himalaya Book World,Paradise Biryani Secunderabad,9579,1395,23.25
L22,L18,Croma Jubilee Hills,Kalanikethan Kukatpally,63210,3919,65.32
L22,L4,Croma Jubilee Hills,D-Mart Begumpet,39822,2943,49.05
L22,L47,Croma Jubilee Hills,Himalaya Book World,26209,2326,38.77
L28,L22,Paradise Biryani Secunderabad,Croma Jubilee Hills,16137,2326,38.77
L39,L22,Apollo Pharmacy,Croma Jubilee Hills,16964,1629,27.15
L32,L4,Karachi Bakery,D-Mart Begumpet,47937,4508,75.13
L28,L47,Paradise Biryani Secunderabad,Himalaya Book World,9579,1436,23.93
L18,L28,Kalanikethan Kukatpally,Paradise Biryani Secunderabad,67782,4803,80.05
L28,L39,Paradise Biryani Secunderabad,Apollo Pharmacy,30691,3315,55.25
L18,L39,Kalanikethan Kukatpally,Apollo Pharmacy,26031,3504,58.4
L47,L4,Himalaya Book World,D-Mart Begumpet,28862,3120,52.0
L28,L32,Paradise Biryani Secunderabad,Karachi Bakery,12470,1457,24.28
L39,L18,Apollo Pharmacy,Kalanikethan Kukatpally,26899,3551,59.18
L47,L18,Himalaya Book World,Kalanikethan Kukatpally,59873,4335,72.25
L18,L47,Kalanikethan Kukatpally,Himalaya Book World,60524,4350,72.5
L28,L18,Paradise Biryani Secunderabad,Kalanikethan Kukatpally,69146,4927,82.12
L22,L32,Croma Jubilee Hills,Karachi Bakery,23484,2445,40.75
L28,L4,Paradise Biryani Secunderabad,D-Mart Begumpet,38135,3712,61.87
L39,L28,Apollo Pharmacy,Paradise Biryani Secunderabad,28293,3040,50.67
L22,L28,Croma Jubilee Hills,Paradise Biryani Secunderabad,17117,2253,37.55
L39,L47,Apollo Pharmacy,Himalaya Book World,21035,2587,43.12
L39,L32,Apollo Pharmacy,Karachi Bakery,38094,3863,64.38
L39,L4,Apollo Pharmacy,D-Mart Begumpet,27711,3021,50.35
L4,L22,D-Mart Begumpet,Croma Jubilee Hills,38575,2805,46.75
L4,L47,D-Mart Begumpet,Himalaya Book World,29265,3015,50.25
L32,L47,Karachi Bakery,Himalaya Book World,19380,2232,37.2
L4,L32,D-Mart Begumpet,Karachi Bakery,46324,4291,71.52
L4,L39,D-Mart Begumpet,Apollo Pharmacy,28071,3013,50.22
L4,L18,D-Mart Begumpet,Kalanikethan Kukatpally,36480,3208,53.47
L18,L4,Kalanikethan Kukatpally,D-Mart Begumpet,36712,3198,53.3
L4,L28,D-Mart Begumpet,Paradise Biryani Secunderabad,36523,3468,57.8
L32,L28,Karachi Bakery,Paradise Biryani Secunderabad,12470,1460,24.33
L47,L32,Himalaya Book World,Karachi Bakery,19380,2218,36.97
L32,L22,Karachi Bakery,Croma Jubilee Hills,22503,2448,40.8
L29,L47,Bawarchi RTC X Roads,Himalaya Book World,42742,5667,94.45
L29,L2,Bawarchi RTC X Roads,Vijetha Supermarket,46195,5833,97.22
L40,L2,Apollo Health City,Vijetha Supermarket,85377,5183,86.38
L40,L47,Apollo Health City,Himalaya Book World,81925,5017,83.62
L47,L29,Himalaya Book World,Bawarchi RTC X Roads,44354,5780,96.33
L47,L40,Himalaya Book World,Apollo Health City,81556,5068,84.47
L40,L29,Apollo Health City,Bawarchi RTC X Roads,38510,3256,54.27
L29,L40,Bawarchi RTC X Roads,Apollo Health City,36715,3061,51.02
L2,L40,Vijetha Supermarket,Apollo Health City,85006,5202,86.7
L2,L47,Vijetha Supermarket,Himalaya Book World,16147,1978,32.97
L2,L29,Vijetha Supermarket,Bawarchi RTC X Roads,47804,5914,98.57
L47,L2,Himalaya Book World,Vijetha Supermarket,16939,1940,32.33
L18,L28,Kalanikethan Kukatpally,Paradise Biryani Secunderabad,67782,4803,80.05
L18,L4,Kalanikethan Kukatpally,D-Mart Begumpet,36712,3198,53.3
L32,L39,Karachi Bakery,Apollo Pharmacy,38049,3722,62.03
L32,L4,Karachi Bakery,D-Mart Begumpet,47937,4508,75.13
L18,L39,Kalanikethan Kukatpally,Apollo Pharmacy,26031,3504,58.4
L28,L32,Paradise Biryani Secunderabad,Karachi Bakery,12470,1457,24.28
L28,L39,Paradise Biryani Secunderabad,Apollo Pharmacy,30691,3315,55.25
L22,L4,Croma Jubilee Hills,D-Mart Begumpet,39822,2943,49.05
L4,L22,D-Mart Begumpet,Croma Jubilee Hills,38575,2805,46.75
L22,L18,Croma Jubilee Hills,Kalanikethan Kukatpally,63210,3919,65.32
L39,L32,Apollo Pharmacy,Karachi Bakery,38094,3863,64.38
L28,L4,Paradise Biryani Secunderabad,D-Mart Begumpet,38135,3712,61.87
L39,L18,Apollo Pharmacy,Kalanikethan Kukatpally,26899,3551,59.18
L28,L22,Paradise Biryani Secunderabad,Croma Jubilee Hills,16137,2326,38.77
L22,L32,Croma Jubilee Hills,Karachi Bakery,23484,2445,40.75
L39,L22,Apollo Pharmacy,Croma Jubilee Hills,16964,1629,27.15
L22,L28,Croma Jubilee Hills,Paradise Biryani Secunderabad,17117,2253,37.55
L22,L39,Croma Jubilee Hills,Apollo Pharmacy,16181,1438,23.97
L28,L18,Paradise Biryani Secunderabad,Kalanikethan Kukatpally,69146,4927,82.12
L4,L39,D-Mart Begumpet,Apollo Pharmacy,28071,3013,50.22
L4,L32,D-Mart Begumpet,Karachi Bakery,46324,4291,71.52
L18,L22,Kalanikethan Kukatpally,Croma Jubilee Hills,62035,3834,63.9
L39,L4,Apollo Pharmacy,D-Mart Begumpet,27711,3021,50.35
L4,L18,D-Mart Begumpet,Kalanikethan Kukatpally,36480,3208,53.47
L32,L22,Karachi Bakery,Croma Jubilee Hills,22503,2448,40.8
L32,L28,Karachi Bakery,Paradise Biryani Secunderabad,12470,1460,24.33
L39,L28,Apollo Pharmacy,Paradise Biryani Secunderabad,28293,3040,50.67
L4,L28,D-Mart Begumpet,Paradise Biryani Secunderabad,36523,3468,57.8
L39,L22,Apollo Pharmacy,Croma Jubilee Hills,16964,1629,27.15
L22,L39,Croma Jubilee Hills,Apollo Pharmacy,16181,1438,23.97
L41,L44,Kimmee's Salon,Page 3 Luxury Salon,3478,510,8.5
L44,L41,Page 3 Luxury Salon,Kimmee's Salon,3337,484,8.07
L43,L20,Naturals Salon,Chennai Shopping Mall,13180,1546,25.77
L39,L43,Apollo Pharmacy,Naturals Salon,48089,3185,53.08
L43,L39,Naturals Salon,Apollo Pharmacy,49250,3220,53.67
L43,L22,Naturals Salon,Croma Jubilee Hills,33722,2075,34.58
L43,L10,Naturals Salon,Metro Cash & Carry,8738,1163,19.38
L10,L43,Metro Cash & Carry,Naturals Salon,8738,1155,19.25
L22,L43,Croma Jubilee Hills,Naturals Salon,32544,1998,33.3
L20,L39,Chennai Shopping Mall,Apollo Pharmacy,21598,2602,43.37
L22,L20,Croma Jubilee Hills,Chennai Shopping Mall,20792,2316,38.6
L39,L20,Apollo Pharmacy,Chennai Shopping Mall,21757,2497,41.62
L20,L22,Chennai Shopping Mall,Croma Jubilee Hills,21377,2525,42.08
L10,L39,Metro Cash & Carry,Apollo Pharmacy,30795,3826,63.77
L22,L10,Croma Jubilee Hills,Metro Cash & Carry,41235,3105,51.75
L39,L10,Apollo Pharmacy,Metro Cash & Carry,31738,3737,62.28
L20,L43,Chennai Shopping Mall,Naturals Salon,13775,1586,26.43
L10,L20,Metro Cash & Carry,Chennai Shopping Mall,10346,1566,26.1
L20,L10,Chennai Shopping Mall,Metro Cash & Carry,11479,1665,27.75
L10,L22,Metro Cash & Carry,Croma Jubilee Hills,42413,3196,53.27
L37,L15,Alankrita Boutique,Hyderabad Central,18720,3000,50.0
L37,L35,Alankrita Boutique,Roastery Coffee House,16662,2090,34.83
L35,L15,Roastery Coffee House,Hyderabad Central,14230,1744,29.07
L8,L7,Nature's Basket,Q-Mart Gachibowli,44400,3504,58.4
L35,L7,Roastery Coffee House,Q-Mart Gachibowli,70113,4662,77.7
L8,L35,Nature's Basket,Roastery Coffee House,37223,2814,46.9
L8,L37,Nature's Basket,Alankrita Boutique,36630,4374,72.9
L7,L15,Q-Mart Gachibowli,Hyderabad Central,28799,4032,67.2
L7,L37,Q-Mart Gachibowli,Alankrita Boutique,19351,3015,50.25
L7,L35,Q-Mart Gachibowli,Roastery Coffee House,62134,4605,76.75
L15,L7,Hyderabad Central,Q-Mart Gachibowli,30299,4280,71.33
L15,L35,Hyderabad Central,Roastery Coffee House,15858,2065,34.42
L15,L8,Hyderabad Central,Nature's Basket,27208,2363,39.38
L15,L37,Hyderabad Central,Alankrita Boutique,19916,3044,50.73
L37,L7,Alankrita Boutique,Q-Mart Gachibowli,23557,3215,53.58
L7,L8,Q-Mart Gachibowli,Nature's Basket,36949,3511,58.52
L37,L8,Alankrita Boutique,Nature's Basket,53588,4117,68.62
L35,L8,Roastery Coffee House,Nature's Basket,37490,2888,48.13
L35,L37,Roastery Coffee House,Alankrita Boutique,18515,2385,39.75
